,id,station,date,prcp,tobs
41,42,USC00519397,2010-02-16,0.0,61.0
42,43,USC00519397,2010-02-17,0.0,69.0
43,44,USC00519397,2010-02-19,,63.0
44,45,USC00519397,2010-02-20,0.03,64.0
45,46,USC00519397,2010-02-21,0.0,65.0
46,47,USC00519397,2010-02-22,0.0,67.0
47,48,USC00519397,2010-02-23,0.0,68.0
48,49,USC00519397,2010-02-24,0.0,65.0
49,50,USC00519397,2010-02-25,0.0,76.0
50,51,USC00519397,2010-02-26,0.0,75.0
51,52,USC00519397,2010-02-28,0.0,66.0
52,53,USC00519397,2010-03-01,0.01,70.0
53,54,USC00519397,2010-03-02,0.0,72.0
54,55,USC00519397,2010-03-03,0.0,73.0
55,56,USC00519397,2010-03-04,0.12,70.0
56,57,USC00519397,2010-03-05,0.08,71.0
57,58,USC00519397,2010-03-06,0.03,72.0
58,59,USC00519397,2010-03-07,0.0,72.0
59,60,USC00519397,2010-03-08,0.43,69.0
60,61,USC00519397,2010-03-09,0.06,70.0
61,62,USC00519397,2010-03-11,,73.0
62,63,USC00519397,2010-03-12,0.0,72.0
63,64,USC00519397,2010-03-13,0.0,73.0
64,65,USC00519397,2010-03-14,0.0,70.0
65,66,USC00519397,2010-03-15,0.06,71.0
66,67,USC00519397,2010-03-17,0.0,68.0
67,68,USC00519397,2010-03-18,0.0,70.0
68,69,USC00519397,2010-03-21,0.0,72.0
69,70,USC00519397,2010-03-22,0.0,69.0
70,71,USC00519397,2010-03-23,0.0,68.0
71,72,USC00519397,2010-03-24,0.0,74.0
72,73,USC00519397,2010-03-26,,72.0
73,74,USC00519397,2010-03-27,0.0,72.0
74,75,USC00519397,2010-03-28,0.0,73.0
75,76,USC00519397,2010-03-29,0.0,74.0
76,77,USC00519397,2010-03-30,0.0,73.0
77,78,USC00519397,2010-03-31,0.0,73.0
78,79,USC00519397,2010-04-01,0.0,74.0
79,80,USC00519397,2010-04-02,0.01,74.0
80,81,USC00519397,2010-04-03,0.17,74.0
81,82,USC00519397,2010-04-04,0.15,71.0
82,83,USC00519397,2010-04-05,0.27,72.0
83,84,USC00519397,2010-04-06,0.01,75.0
84,85,USC00519397,2010-04-08,0.0,75.0
85,86,USC00519397,2010-04-09,0.01,75.0
86,87,USC00519397,2010-04-10,0.0,75.0
87,88,USC00519397,2010-04-11,0.01,73.0
88,89,USC00519397,2010-04-12,0.01,73.0
89,90,USC00519397,2010-04-13,0.0,71.0
90,91,USC00519397,2010-04-15,0.0,71.0
91,92,USC00519397,2010-04-16,0.01,68.0
92,93,USC00519397,2010-04-17,0.0,70.0
93,94,USC00519397,2010-04-18,0.0,71.0
94,95,USC00519397,2010-04-19,0.0,74.0
95,96,USC00519397,2010-04-20,0.04,71.0
96,97,USC00519397,2010-04-21,0.01,75.0
97,98,USC00519397,2010-04-22,0.0,76.0
98,99,USC00519397,2010-04-23,0.02,75.0
99,100,USC00519397,2010-04-24,0.0,75.0
100,101,USC00519397,2010-04-25,0.0,76.0
101,102,USC00519397,2010-04-26,0.0,76.0
102,103,USC00519397,2010-04-28,0.0,76.0
103,104,USC00519397,2010-04-30,0.0,77.0
104,105,USC00519397,2010-05-01,0.0,77.0
105,106,USC00519397,2010-05-02,0.03,73.0
106,107,USC00519397,2010-05-03,0.2,74.0
107,108,USC00519397,2010-05-04,0.08,76.0
108,109,USC00519397,2010-05-05,0.01,76.0
109,110,USC00519397,2010-05-06,0.0,80.0
110,111,USC00519397,2010-05-07,0.05,74.0
111,112,USC00519397,2010-05-08,0.0,77.0
112,113,USC00519397,2010-05-09,0.0,77.0
113,114,USC00519397,2010-05-10,0.0,76.0
114,115,USC00519397,2010-05-11,0.0,77.0
115,116,USC00519397,2010-05-13,0.0,78.0
116,117,USC00519397,2010-05-14,0.0,78.0
117,118,USC00519397,2010-05-15,0.0,75.0
118,119,USC00519397,2010-05-16,0.03,73.0
119,120,USC00519397,2010-05-17,0.0,77.0
120,121,USC00519397,2010-05-18,0.0,76.0
121,122,USC00519397,2010-05-19,0.0,77.0
122,123,USC00519397,2010-05-21,,77.0
123,124,USC00519397,2010-05-22,0.0,78.0
124,125,USC00519397,2010-05-23,0.05,75.0
125,126,USC00519397,2010-05-24,0.0,77.0
126,127,USC00519397,2010-05-25,0.0,77.0
127,128,USC00519397,2010-05-26,0.02,77.0
128,129,USC00519397,2010-05-27,0.0,76.0
129,130,USC00519397,2010-05-28,0.0,75.0
130,131,USC00519397,2010-05-29,0.0,77.0
131,132,USC00519397,2010-05-30,0.0,77.0
132,133,USC00519397,2010-05-31,0.0,77.0
133,134,USC00519397,2010-06-01,0.0,78.0
134,135,USC00519397,2010-06-02,0.01,76.0
135,136,USC00519397,2010-06-03,0.0,78.0
136,137,USC00519397,2010-06-04,0.0,76.0
137,138,USC00519397,2010-06-05,0.0,77.0
138,139,USC00519397,2010-06-06,0.0,78.0
139,140,USC00519397,2010-06-07,0.0,77.0
140,141,USC00519397,2010-06-08,0.0,78.0
141,142,USC00519397,2010-06-09,0.0,78.0
142,143,USC00519397,2010-06-10,0.0,79.0
143,144,USC00519397,2010-06-11,0.0,78.0
144,145,USC00519397,2010-06-12,0.0,78.0
145,146,USC00519397,2010-06-13,0.0,78.0
146,147,USC00519397,2010-06-14,0.0,77.0
147,148,USC00519397,2010-06-15,0.0,78.0
148,149,USC00519397,2010-06-16,0.0,78.0
149,150,USC00519397,2010-06-17,0.0,77.0
150,151,USC00519397,2010-06-18,0.0,77.0
151,152,USC00519397,2010-06-19,0.0,82.0
152,153,USC00519397,2010-06-20,0.0,78.0
153,154,USC00519397,2010-06-21,0.0,78.0
154,155,USC00519397,2010-06-22,0.0,78.0
155,156,USC00519397,2010-06-23,0.0,78.0
156,157,USC00519397,2010-06-24,0.0,78.0
157,158,USC00519397,2010-06-25,0.0,77.0
158,159,USC00519397,2010-06-26,0.02,76.0
159,160,USC00519397,2010-06-27,0.0,78.0
160,161,USC00519397,2010-06-28,0.0,78.0
161,162,USC00519397,2010-06-29,0.0,78.0
162,163,USC00519397,2010-06-30,0.0,78.0
163,164,USC00519397,2010-07-01,0.01,75.0
164,165,USC00519397,2010-07-02,0.05,77.0
165,166,USC00519397,2010-07-03,0.09,77.0
166,167,USC00519397,2010-07-04,0.05,78.0
167,168,USC00519397,2010-07-05,0.06,78.0
168,169,USC00519397,2010-07-06,0.08,76.0
169,170,USC00519397,2010-07-07,0.08,74.0
170,171,USC00519397,2010-07-08,0.03,76.0
171,172,USC00519397,2010-07-09,0.06,74.0
172,173,USC00519397,2010-07-10,0.09,76.0
173,174,USC00519397,2010-07-11,0.0,78.0
174,175,USC00519397,2010-07-12,0.0,77.0
175,176,USC00519397,2010-07-13,0.0,80.0
176,177,USC00519397,2010-07-16,,78.0
177,178,USC00519397,2010-07-17,0.02,76.0
178,179,USC00519397,2010-07-18,0.0,77.0
179,180,USC00519397,2010-07-19,0.04,77.0
180,181,USC00519397,2010-07-21,0.0,80.0
181,182,USC00519397,2010-07-22,0.0,78.0
182,183,USC00519397,2010-07-24,0.0,80.0
183,184,USC00519397,2010-07-25,0.0,79.0
184,185,USC00519397,2010-07-26,0.0,78.0
185,186,USC00519397,2010-07-27,0.0,79.0
186,187,USC00519397,2010-07-28,0.0,78.0
187,188,USC00519397,2010-07-29,0.0,79.0
188,189,USC00519397,2010-07-30,0.0,78.0
189,190,USC00519397,2010-07-31,0.02,77.0
190,191,USC00519397,2010-08-01,0.04,77.0
191,192,USC00519397,2010-08-02,0.01,76.0
192,193,USC00519397,2010-08-03,0.02,77.0
193,194,USC00519397,2010-08-04,0.07,77.0
194,195,USC00519397,2010-08-05,0.08,75.0
195,196,USC00519397,2010-08-06,0.03,75.0
196,197,USC00519397,2010-08-07,0.0,80.0
197,198,USC00519397,2010-08-08,0.0,77.0
198,199,USC00519397,2010-08-09,0.0,78.0
199,200,USC00519397,2010-08-10,0.0,78.0
200,201,USC00519397,2010-08-11,0.0,77.0
201,202,USC00519397,2010-08-12,0.0,76.0
202,203,USC00519397,2010-08-13,0.0,78.0
203,204,USC00519397,2010-08-14,0.0,78.0
204,205,USC00519397,2010-08-15,0.01,76.0
205,206,USC00519397,2010-08-16,0.0,76.0
206,207,USC00519397,2010-08-17,0.05,74.0
207,208,USC00519397,2010-08-18,0.0,77.0
208,209,USC00519397,2010-08-19,0.0,79.0
209,210,USC00519397,2010-08-20,0.0,79.0
210,211,USC00519397,2010-08-21,0.0,79.0
211,212,USC00519397,2010-08-22,0.0,75.0
212,213,USC00519397,2010-08-23,0.01,87.0
213,214,USC00519397,2010-08-24,0.0,78.0
214,215,USC00519397,2010-08-25,0.04,76.0
215,216,USC00519397,2010-08-26,0.03,78.0
216,217,USC00519397,2010-08-27,0.0,78.0
217,218,USC00519397,2010-08-28,0.04,79.0
218,219,USC00519397,2010-08-29,0.0,78.0
219,220,USC00519397,2010-08-30,0.0,78.0
220,221,USC00519397,2010-08-31,0.0,80.0
221,222,USC00519397,2010-09-01,0.0,77.0
222,223,USC00519397,2010-09-02,0.02,76.0
223,224,USC00519397,2010-09-03,0.04,78.0
224,225,USC00519397,2010-09-04,0.01,77.0
225,226,USC00519397,2010-09-05,0.0,77.0
226,227,USC00519397,2010-09-06,0.0,77.0
227,228,USC00519397,2010-09-07,0.06,76.0
228,229,USC00519397,2010-09-08,0.0,78.0
229,230,USC00519397,2010-09-09,0.0,78.0
230,231,USC00519397,2010-09-10,0.0,78.0
231,232,USC00519397,2010-09-11,0.05,78.0
232,233,USC00519397,2010-09-12,0.0,74.0
233,234,USC00519397,2010-09-13,0.0,78.0
234,235,USC00519397,2010-09-14,0.0,79.0
235,236,USC00519397,2010-09-15,0.0,77.0
236,237,USC00519397,2010-09-16,0.0,79.0
237,238,USC00519397,2010-09-17,0.0,78.0
238,239,USC00519397,2010-09-19,0.0,78.0
239,240,USC00519397,2010-09-20,0.0,78.0
240,241,USC00519397,2010-09-21,0.0,79.0
241,242,USC00519397,2010-09-22,0.04,76.0
242,243,USC00519397,2010-09-23,0.0,78.0
243,244,USC00519397,2010-09-24,0.0,78.0
244,245,USC00519397,2010-09-25,0.0,79.0
245,246,USC00519397,2010-09-26,0.0,74.0
246,247,USC00519397,2010-09-27,0.0,75.0
247,248,USC00519397,2010-09-28,0.0,75.0
248,249,USC00519397,2010-09-29,0.0,78.0
249,250,USC00519397,2010-09-30,0.57,73.0
250,251,USC00519397,2010-10-01,0.31,78.0
251,252,USC00519397,2010-10-02,0.03,78.0
252,253,USC00519397,2010-10-03,0.0,78.0
253,254,USC00519397,2010-10-04,0.06,78.0
254,255,USC00519397,2010-10-05,0.0,80.0
255,256,USC00519397,2010-10-06,0.0,79.0
256,257,USC00519397,2010-10-07,0.0,79.0
257,258,USC00519397,2010-10-08,0.0,78.0
258,259,USC00519397,2010-10-09,0.0,78.0
259,260,USC00519397,2010-10-10,0.0,78.0
260,261,USC00519397,2010-10-11,0.0,77.0
261,262,USC00519397,2010-10-12,0.0,79.0
262,263,USC00519397,2010-10-13,0.0,78.0
263,264,USC00519397,2010-10-15,0.0,78.0
264,265,USC00519397,2010-10-16,0.0,77.0
265,266,USC00519397,2010-10-17,0.0,76.0
266,267,USC00519397,2010-10-18,0.0,76.0
267,268,USC00519397,2010-10-19,0.07,72.0
268,269,USC00519397,2010-10-20,0.0,74.0
269,270,USC00519397,2010-10-21,0.0,80.0
270,271,USC00519397,2010-10-22,0.0,77.0
271,272,USC00519397,2010-10-23,0.0,75.0
272,273,USC00519397,2010-10-24,0.0,78.0
273,274,USC00519397,2010-10-25,0.0,78.0
274,275,USC00519397,2010-10-26,0.07,76.0
275,276,USC00519397,2010-10-27,0.05,79.0
276,277,USC00519397,2010-10-28,0.06,78.0
277,278,USC00519397,2010-10-29,0.03,78.0
278,279,USC00519397,2010-10-30,0.02,77.0
279,280,USC00519397,2010-10-31,0.0,76.0
280,281,USC00519397,2010-11-01,0.01,75.0
281,282,USC00519397,2010-11-02,0.01,73.0
282,283,USC00519397,2010-11-04,,73.0
283,284,USC00519397,2010-11-05,0.0,77.0
284,285,USC00519397,2010-11-06,0.0,76.0
285,286,USC00519397,2010-11-07,0.0,77.0
286,287,USC00519397,2010-11-08,0.0,76.0
287,288,USC00519397,2010-11-09,0.0,73.0
288,289,USC00519397,2010-11-10,0.23,73.0
289,290,USC00519397,2010-11-11,0.0,77.0
290,291,USC00519397,2010-11-12,0.0,77.0
291,292,USC00519397,2010-11-13,0.0,76.0
292,293,USC00519397,2010-11-16,0.0,73.0
293,294,USC00519397,2010-11-17,0.0,73.0
294,295,USC00519397,2010-11-19,,72.0
295,296,USC00519397,2010-11-20,0.03,69.0
296,297,USC00519397,2010-11-21,0.0,69.0
297,298,USC00519397,2010-11-22,0.0,68.0
298,299,USC00519397,2010-11-23,0.0,69.0
299,300,USC00519397,2010-11-24,0.0,76.0
300,301,USC00519397,2010-11-25,0.0,76.0
301,302,USC00519397,2010-11-27,0.0,75.0
302,303,USC00519397,2010-11-28,0.0,74.0
303,304,USC00519397,2010-11-29,0.0,69.0
304,305,USC00519397,2010-11-30,0.0,74.0
305,306,USC00519397,2010-12-01,0.04,76.0
306,307,USC00519397,2010-12-03,0.0,74.0
307,308,USC00519397,2010-12-04,0.0,74.0
308,309,USC00519397,2010-12-06,0.0,64.0
309,310,USC00519397,2010-12-07,0.0,64.0
310,311,USC00519397,2010-12-08,0.0,67.0
311,312,USC00519397,2010-12-09,0.0,77.0
312,313,USC00519397,2010-12-10,1.58,66.0
313,314,USC00519397,2010-12-11,0.77,69.0
314,315,USC00519397,2010-12-12,0.0,68.0
315,316,USC00519397,2010-12-13,0.0,68.0
316,317,USC00519397,2010-12-14,0.0,71.0
317,318,USC00519397,2010-12-15,0.0,74.0
318,319,USC00519397,2010-12-16,0.0,67.0
319,320,USC00519397,2010-12-17,0.0,66.0
320,321,USC00519397,2010-12-18,0.0,69.0
321,322,USC00519397,2010-12-19,1.4,71.0
322,323,USC00519397,2010-12-23,0.0,70.0
323,324,USC00519397,2010-12-24,0.0,70.0
324,325,USC00519397,2010-12-26,,74.0
325,326,USC00519397,2010-12-27,0.13,74.0
326,327,USC00519397,2010-12-28,0.55,71.0
327,328,USC00519397,2010-12-29,0.06,75.0
328,329,USC00519397,2010-12-30,0.01,75.0
329,330,USC00519397,2010-12-31,0.0,72.0
330,2725,USC00513117,2010-01-01,0.28,67.0
331,2726,USC00513117,2010-01-02,0.0,65.0
332,2727,USC00513117,2010-01-03,0.0,75.0
333,2728,USC00513117,2010-01-04,0.0,76.0
334,2729,USC00513117,2010-01-05,0.0,76.0
335,2730,USC00513117,2010-01-06,0.02,76.0
336,2731,USC00513117,2010-01-07,0.38,70.0
337,2732,USC00513117,2010-01-08,0.01,66.0
338,2733,USC00513117,2010-01-09,0.0,69.0
339,2734,USC00513117,2010-01-10,0.0,74.0
340,2735,USC00513117,2010-01-11,0.03,67.0
341,2736,USC00513117,2010-01-12,0.0,64.0
342,2737,USC00513117,2010-01-13,0.0,64.0
343,2738,USC00513117,2010-01-14,0.0,65.0
344,2739,USC00513117,2010-01-15,0.0,69.0
345,2740,USC00513117,2010-01-16,0.0,71.0
346,2741,USC00513117,2010-01-17,0.0,69.0
347,2742,USC00513117,2010-01-18,0.0,73.0
348,2743,USC00513117,2010-01-19,0.0,73.0
349,2744,USC00513117,2010-01-20,0.01,72.0
350,2745,USC00513117,2010-01-21,0.04,70.0
351,2746,USC00513117,2010-01-22,0.0,65.0
352,2747,USC00513117,2010-01-23,0.0,73.0
353,2748,USC00513117,2010-01-24,0.0,74.0
354,2749,USC00513117,2010-01-25,0.0,68.0
355,2750,USC00513117,2010-01-26,0.0,77.0
356,2751,USC00513117,2010-01-27,0.12,71.0
357,2752,USC00513117,2010-01-28,0.19,68.0
358,2753,USC00513117,2010-01-29,0.19,68.0
359,2754,USC00513117,2010-01-30,1.7,69.0
360,2755,USC00513117,2010-01-31,0.28,73.0
361,2756,USC00513117,2010-02-01,0.01,69.0
362,2757,USC00513117,2010-02-02,0.0,70.0
363,2758,USC00513117,2010-02-03,0.31,66.0
364,2759,USC00513117,2010-02-04,0.0,69.0
365,2760,USC00513117,2010-02-05,0.0,70.0
366,2761,USC00513117,2010-02-06,0.06,66.0
367,2762,USC00513117,2010-02-07,0.0,66.0
368,2763,USC00513117,2010-02-08,0.0,71.0
369,2764,USC00513117,2010-02-09,0.0,72.0
370,2765,USC00513117,2010-02-10,0.0,65.0
371,2766,USC00513117,2010-02-13,,71.0
372,2767,USC00513117,2010-02-14,0.0,67.0
373,2768,USC00513117,2010-02-15,0.0,72.0
374,2769,USC00513117,2010-02-16,0.0,64.0
375,2770,USC00513117,2010-02-17,0.02,69.0
376,2771,USC00513117,2010-02-18,0.0,68.0
377,2772,USC00513117,2010-02-19,0.05,63.0
378,2773,USC00513117,2010-02-20,0.17,66.0
379,2774,USC00513117,2010-02-21,0.04,66.0
380,2775,USC00513117,2010-02-22,0.87,66.0
381,2776,USC00513117,2010-02-23,0.0,65.0
382,2777,USC00513117,2010-02-24,0.0,65.0
383,2778,USC00513117,2010-02-25,0.0,70.0
384,2779,USC00513117,2010-02-26,0.0,74.0
385,2780,USC00513117,2010-02-27,0.0,70.0
386,2781,USC00513117,2010-02-28,0.0,70.0
387,2782,USC00513117,2010-03-01,0.04,70.0
388,2783,USC00513117,2010-03-02,0.0,71.0
389,2784,USC00513117,2010-03-03,0.0,71.0
390,2785,USC00513117,2010-03-04,0.33,68.0
391,2786,USC00513117,2010-03-05,0.21,69.0
392,2787,USC00513117,2010-03-06,0.09,71.0
393,2788,USC00513117,2010-03-07,0.0,70.0
394,2789,USC00513117,2010-03-08,0.34,70.0
395,2790,USC00513117,2010-03-09,0.05,68.0
396,2791,USC00513117,2010-03-10,0.04,70.0
397,2792,USC00513117,2010-03-11,0.09,71.0
398,2793,USC00513117,2010-03-12,0.03,71.0
399,2794,USC00513117,2010-03-13,0.0,70.0
400,2795,USC00513117,2010-03-14,0.0,72.0
401,2796,USC00513117,2010-03-15,0.16,70.0
402,2797,USC00513117,2010-03-16,0.16,71.0
403,2798,USC00513117,2010-03-17,0.4,66.0
404,2799,USC00513117,2010-03-18,0.44,66.0
405,2800,USC00513117,2010-03-19,0.08,69.0
406,2801,USC00513117,2010-03-20,0.01,69.0
407,2802,USC00513117,2010-03-21,0.0,71.0
408,2803,USC00513117,2010-03-22,0.0,68.0
409,2804,USC00513117,2010-03-23,0.0,67.0
410,2805,USC00513117,2010-03-24,0.03,72.0
411,2806,USC00513117,2010-03-25,0.01,72.0
412,2807,USC00513117,2010-03-26,0.02,71.0
413,2808,USC00513117,2010-03-27,0.01,71.0
414,2809,USC00513117,2010-03-28,0.01,71.0
415,2810,USC00513117,2010-03-29,0.0,72.0
416,2811,USC00513117,2010-03-30,0.02,73.0
417,2812,USC00513117,2010-03-31,0.02,71.0
418,2813,USC00513117,2010-04-01,0.01,73.0
419,2814,USC00513117,2010-04-02,0.02,71.0
420,2815,USC00513117,2010-04-03,0.03,72.0
421,2816,USC00513117,2010-04-04,0.13,71.0
422,2817,USC00513117,2010-04-05,0.19,71.0
423,2818,USC00513117,2010-04-06,0.07,69.0
424,2819,USC00513117,2010-04-07,0.51,70.0
425,2820,USC00513117,2010-04-08,0.0,73.0
426,2821,USC00513117,2010-04-09,0.24,69.0
427,2822,USC00513117,2010-04-10,0.03,72.0
428,2823,USC00513117,2010-04-11,0.03,69.0
429,2824,USC00513117,2010-04-12,0.01,71.0
430,2825,USC00513117,2010-04-13,0.06,71.0
431,2826,USC00513117,2010-04-14,0.07,69.0
432,2827,USC00513117,2010-04-15,0.0,69.0
433,2828,USC00513117,2010-04-16,0.03,67.0
434,2829,USC00513117,2010-04-17,0.02,69.0
435,2830,USC00513117,2010-04-18,0.0,70.0
436,2831,USC00513117,2010-04-19,0.01,71.0
437,2832,USC00513117,2010-04-20,0.06,70.0
438,2833,USC00513117,2010-04-21,0.0,72.0
439,2834,USC00513117,2010-04-22,0.0,72.0
440,2835,USC00513117,2010-04-23,0.13,71.0
441,2836,USC00513117,2010-04-24,0.15,73.0
442,2837,USC00513117,2010-04-25,0.0,74.0
443,2838,USC00513117,2010-04-26,0.0,72.0
444,2839,USC00513117,2010-04-27,0.01,72.0
445,2840,USC00513117,2010-04-28,0.07,71.0
446,2841,USC00513117,2010-04-29,0.01,74.0
447,2842,USC00513117,2010-04-30,0.02,74.0
448,2843,USC00513117,2010-05-01,0.02,72.0
449,2844,USC00513117,2010-05-02,0.03,72.0
450,2845,USC00513117,2010-05-03,0.89,72.0
451,2846,USC00513117,2010-05-04,0.07,73.0
452,2847,USC00513117,2010-05-05,0.0,74.0
453,2848,USC00513117,2010-05-06,0.0,73.0
454,2849,USC00513117,2010-05-07,0.08,72.0
455,2850,USC00513117,2010-05-08,0.01,76.0
456,2851,USC00513117,2010-05-09,0.0,73.0
457,2852,USC00513117,2010-05-10,0.0,74.0
458,2853,USC00513117,2010-05-11,0.0,74.0
459,2854,USC00513117,2010-05-12,0.01,73.0
460,2855,USC00513117,2010-05-13,0.01,75.0
461,2856,USC00513117,2010-05-14,0.0,74.0
462,2857,USC00513117,2010-05-15,0.06,69.0
463,2858,USC00513117,2010-05-16,0.1,74.0
464,2859,USC00513117,2010-05-17,0.0,73.0
465,2860,USC00513117,2010-05-18,0.0,74.0
466,2861,USC00513117,2010-05-19,0.0,73.0
467,2862,USC00513117,2010-05-20,0.08,72.0
468,2863,USC00513117,2010-05-21,0.05,73.0
469,2864,USC00513117,2010-05-22,0.05,75.0
470,2865,USC00513117,2010-05-23,0.04,74.0
471,2866,USC00513117,2010-05-24,0.07,74.0
472,2867,USC00513117,2010-05-25,0.09,74.0
473,2868,USC00513117,2010-05-26,0.08,74.0
474,2869,USC00513117,2010-05-27,0.0,74.0
475,2870,USC00513117,2010-05-28,0.0,71.0
476,2871,USC00513117,2010-05-29,0.01,74.0
477,2872,USC00513117,2010-05-30,0.0,75.0
478,2873,USC00513117,2010-05-31,0.02,75.0
479,2874,USC00513117,2010-06-01,0.03,74.0
480,2875,USC00513117,2010-06-02,0.0,76.0
481,2876,USC00513117,2010-06-03,0.0,75.0
482,2877,USC00513117,2010-06-04,0.0,75.0
483,2878,USC00513117,2010-06-05,0.0,74.0
484,2879,USC00513117,2010-06-06,0.0,75.0
485,2880,USC00513117,2010-06-07,0.02,75.0
486,2881,USC00513117,2010-06-08,0.0,75.0
487,2882,USC00513117,2010-06-09,0.0,75.0
488,2883,USC00513117,2010-06-10,0.02,75.0
489,2884,USC00513117,2010-06-11,0.0,83.0
490,2885,USC00513117,2010-06-12,0.0,75.0
491,2886,USC00513117,2010-06-13,0.01,76.0
492,2887,USC00513117,2010-06-14,0.06,73.0
493,2888,USC00513117,2010-06-15,0.0,74.0
494,2889,USC00513117,2010-06-16,0.01,74.0
495,2890,USC00513117,2010-06-17,0.02,75.0
496,2891,USC00513117,2010-06-18,0.06,70.0
497,2892,USC00513117,2010-06-19,0.13,74.0
498,2893,USC00513117,2010-06-20,0.02,75.0
499,2894,USC00513117,2010-06-21,0.01,75.0
500,2895,USC00513117,2010-06-22,0.0,75.0
501,2896,USC00513117,2010-06-23,0.0,75.0
502,2897,USC00513117,2010-06-24,0.01,75.0
503,2898,USC00513117,2010-06-25,0.05,74.0
504,2899,USC00513117,2010-06-26,0.24,72.0
505,2900,USC00513117,2010-06-27,0.03,76.0
506,2901,USC00513117,2010-06-28,0.11,73.0
507,2902,USC00513117,2010-06-29,0.0,75.0
508,2903,USC00513117,2010-06-30,0.03,76.0
509,2904,USC00513117,2010-07-01,0.01,73.0
510,2905,USC00513117,2010-07-02,0.14,72.0
511,2906,USC00513117,2010-07-03,0.06,75.0
512,2907,USC00513117,2010-07-04,0.07,75.0
513,2908,USC00513117,2010-07-05,0.03,72.0
514,2909,USC00513117,2010-07-06,0.05,72.0
515,2910,USC00513117,2010-07-07,0.11,73.0
516,2911,USC00513117,2010-07-08,0.04,74.0
517,2912,USC00513117,2010-07-09,0.04,74.0
518,2913,USC00513117,2010-07-10,0.09,73.0
519,2914,USC00513117,2010-07-11,0.02,81.0
520,2915,USC00513117,2010-07-12,0.0,72.0
521,2916,USC00513117,2010-07-13,0.01,72.0
522,2917,USC00513117,2010-07-14,0.45,70.0
523,2918,USC00513117,2010-07-15,0.04,72.0
524,2919,USC00513117,2010-07-16,0.02,76.0
525,2920,USC00513117,2010-07-17,0.04,75.0
526,2921,USC00513117,2010-07-18,0.05,75.0
527,2922,USC00513117,2010-07-19,0.12,74.0
528,2923,USC00513117,2010-07-20,0.21,75.0
529,2924,USC00513117,2010-07-21,0.0,74.0
530,2925,USC00513117,2010-07-22,0.15,76.0
531,2926,USC00513117,2010-07-23,0.09,73.0
532,2927,USC00513117,2010-07-24,0.0,77.0
533,2928,USC00513117,2010-07-25,0.0,77.0
534,2929,USC00513117,2010-07-26,0.0,76.0
535,2930,USC00513117,2010-07-27,0.03,72.0
536,2931,USC00513117,2010-07-28,0.46,75.0
537,2932,USC00513117,2010-07-29,0.02,75.0
538,2933,USC00513117,2010-07-30,0.01,76.0
539,2934,USC00513117,2010-07-31,0.02,77.0
540,2935,USC00513117,2010-08-01,0.16,72.0
541,2936,USC00513117,2010-08-02,0.15,74.0
542,2937,USC00513117,2010-08-03,0.04,74.0
543,2938,USC00513117,2010-08-04,0.12,74.0
544,2939,USC00513117,2010-08-05,0.13,72.0
545,2940,USC00513117,2010-08-06,0.0,75.0
546,2941,USC00513117,2010-08-07,0.05,74.0
547,2942,USC00513117,2010-08-08,0.1,73.0
548,2943,USC00513117,2010-08-09,0.04,76.0
549,2944,USC00513117,2010-08-10,0.0,76.0
550,2945,USC00513117,2010-08-11,0.0,72.0
